	#	rad	RA	Dec	Plx	e	pmRA	e.1	pmDE	e.2	RUWE	Gmag	e.3	BPmag	e.4	RPmag	e.5	RVDR2	e.6	Tefftemp	loggtemp	dist	RAs	Decs	Ns	Nd	Ng	Nr	Ni	Nz	Ny	gmag	rmag	imag	zmag	ymag
26	1.5396	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0631	0.294	6.0	0.299	99.9999	19.546389	0.004269	22.0074	0.121672	20.956	0.02847	99.9999	99.99		99.9		312.7530076	44.34109624	0.0989	10.0	0.0	0.0	6.0	4.0	0.0	999.9999	99.9999	99.9999	0.0978	0.0501	99.9999
27	1.5437	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0503	0.294	6.0	0.299	99.9999	19.546389	0.004269	21.5675	0.121672	20.6531	0.02847	99.9999	99.99		99.9		312.73912971	44.34214053	0.0503	5.0	0.0	0.0	2.0	3.0	0.0	999.9999	99.9999	99.9999	0.0366	0.0755	99.9999
28	1.5479	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0999	0.294	4.0	0.299	20.7225	19.546389	0.004269	99.9999	0.121672	21.1908	0.02847	19.6777	99.99		99.9		312.72802494	44.34620526	0.0999	3.0	0.0	1.0	0.0	1.0	1.0	999.9999	99.9999	0.1597	99.9999	0.1713	0.1903
29	1.5493	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0115	0.294	10.0	0.299	18.0191	19.546389	0.004269	17.2039	0.121672	16.6736	0.02847	16.236	99.99		99.9		312.75595394	44.34119821	0.0086	56.0	10.0	12.0	13.0	11.0	10.0	19.2712	0.0119	0.0089	0.0049	0.0021	0.0125
30	1.5609	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0178	0.294	3.0	0.299	23.232	19.546389	0.004269	21.1731	0.121672	19.597	0.02847	18.5491	99.99		99.9		312.76578561	44.34322795	0.0147	23.0	0.0	0.0	9.0	7.0	7.0	26.916	99.9999	99.9999	0.1478	0.0129	0.0325
31	1.6131	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0119	0.294	10.0	0.299	20.6187	19.546389	0.004269	19.45	0.121672	18.6615	0.02847	18.109	99.99		99.9		312.75867825	44.34050741	0.0107	46.0	1.0	12.0	13.0	10.0	10.0	21.408	0.1434	0.0563	0.0223	0.021	0.0239
32	1.6376	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0362	0.294	8.0	0.299	21.5126	19.546389	0.004269	21.2327	0.121672	20.4631	0.02847	19.6834	99.99		99.9		312.74984178	44.33937435	0.03	16.0	0.0	1.0	6.0	7.0	2.0	999.9999	99.9999	0.143	0.1902	0.0447	0.1561
33	1.647	312.8627924158662	44.3487278029122	0.4648	0.2887	0.035	0.294	12.0	0.299	99.9999	19.546389	0.004269	21.0628	0.121672	20.4203	0.02847	19.4479	99.99		99.9		312.72211338	44.34780056	0.0241	17.0	0.0	0.0	7.0	6.0	4.0	999.9999	99.9999	99.9999	0.0317	0.0335	0.0743
34	1.648	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0125	0.294	10.0	0.299	21.1564	19.546389	0.004269	19.9107	0.121672	19.2638	0.02847	18.8946	99.99		99.9		312.73843211	44.34047572	0.0103	43.0	2.0	8.0	13.0	11.0	9.0	22.1947	0.0352	0.1469	0.0096	0.0141	0.056
35	1.6506	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0297	0.294	8.0	0.299	21.3106	19.546389	0.004269	20.9129	0.121672	20.0427	0.02847	19.6467	99.99		99.9		312.77986663	44.34932354	0.0235	26.0	0.0	2.0	12.0	8.0	4.0	999.9999	99.9999	0.0758	0.0129	0.0362	0.0006
36	1.657	312.8627924158662	44.3487278029122	0.4648	0.2887	0.267	0.294	3.0	0.299	99.9999	19.546389	0.004269	21.1884	0.121672	20.2034	0.02847	19.3283	99.99		99.9		312.77551426	44.34593257	0.2481	20.0	1.0	0.0	5.0	8.0	6.0	15.8319	0.0023	99.9999	0.0558	0.0266	0.0667
37	1.6699	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0067	0.294	5.0	0.299	19.7748	19.546389	0.004269	18.7625	0.121672	18.0734	0.02847	17.5667	99.99		99.9		312.77812171	44.34742332	0.0049	53.0	7.0	14.0	15.0	10.0	7.0	21.5033	0.0337	0.0311	0.0062	0.0088	0.0137
38	1.6981	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0174	0.294	8.0	0.299	21.521	19.546389	0.004269	20.4314	0.121672	19.4641	0.02847	18.7249	99.99		99.9		312.72327592	44.34578917	0.0126	36.0	0.0	2.0	15.0	10.0	9.0	999.9999	99.9999	0.0177	0.0324	0.0285	0.0073
39	1.699	312.8627924158662	44.3487278029122	0.4648	0.2887	0.1556	0.294	8.0	0.299	21.1599	19.546389	0.004269	20.1091	0.121672	19.4855	0.02847	18.8802	99.99		99.9		312.75906098	44.33910156	0.0852	40.0	2.0	8.0	12.0	10.0	8.0	17.1105	0.2053	0.0428	0.0401	0.0363	0.048
40	1.7022	312.8627924158662	44.3487278029122	0.4648	0.2887	0.037	0.294	5.0	0.299	20.1102	19.546389	0.004269	19.0055	0.121672	18.2802	0.02847	17.8248	99.99		99.9		312.76527244	44.34048291	0.0176	46.0	3.0	10.0	14.0	9.0	10.0	21.9985	0.0177	0.0516	0.0079	0.0091	0.0298
41	1.706	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0123	0.294	5.0	0.299	19.6003	19.546389	0.004269	18.5125	0.121672	17.8817	0.02847	17.3916	99.99		99.9		312.77937269	44.34750028	0.0144	57.0	11.0	14.0	15.0	10.0	7.0	21.2482	0.0718	0.0232	0.0022	0.0083	0.0172
42	1.7285	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0709	0.294	3.0	0.299	99.9999	19.546389	0.004269	99.9999	0.121672	20.941	0.02847	20.1566	99.99		99.9		312.76858153	44.34110425	0.0709	4.0	0.0	0.0	0.0	3.0	1.0	999.9999	99.9999	99.9999	99.9999	0.049	0.1902
43	1.733	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0187	0.294	4.0	0.299	21.3455	19.546389	0.004269	20.0595	0.121672	19.22	0.02847	18.6556	99.99		99.9		312.76972032	44.34145979	0.0105	36.0	0.0	7.0	13.0	10.0	6.0	999.9999	99.9999	0.0587	0.0064	0.0176	0.008
44	1.7537	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0196	0.294	10.0	0.299	21.6	19.546389	0.004269	20.7291	0.121672	19.8507	0.02847	19.1807	99.99		99.9		312.73688809	44.33898218	0.0165	36.0	0.0	4.0	12.0	11.0	9.0	999.9999	99.9999	0.1498	0.0358	0.0359	0.034
45	1.7649	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0808	0.294	4.0	0.299	21.8325	19.546389	0.004269	20.2085	0.121672	19.3656	0.02847	18.7206	99.99		99.9		312.77111671	44.34142229	0.0128	32.0	1.0	6.0	12.0	7.0	6.0	15.4065	0.0014	0.0683	0.0129	0.0324	0.0232
46	1.774	312.8627924158662	44.3487278029122	0.4648	0.2887	0.013	0.294	7.0	0.299	23.547	19.546389	0.004269	20.8402	0.121672	19.304	0.02847	18.3097	99.99		99.9		312.7204261	44.34600126	0.0108	32.0	0.0	0.0	14.0	11.0	7.0	27.489	99.9999	99.9999	0.0492	0.0224	0.0304
47	1.7742	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0136	0.294	4.0	0.299	21.7034	19.546389	0.004269	20.2651	0.121672	19.1601	0.02847	18.4819	99.99		99.9		312.76377105	44.33878418	0.0109	29.0	0.0	2.0	13.0	8.0	6.0	23.26	99.9999	0.0985	0.021	0.0071	0.038
48	1.7751	312.8627924158662	44.3487278029122	0.4648	0.2887	0.1173	0.294	6.0	0.299	99.9999	19.546389	0.004269	21.2538	0.121672	21.2148	0.02847	99.9999	99.99		99.9		312.75329783	44.33717592	0.1173	3.0	0.0	0.0	1.0	2.0	0.0	999.9999	99.9999	99.9999	0.2083	0.1276	99.9999
49	1.7774	312.8627924158662	44.3487278029122	0.4648	0.2887	0.0229	0.294	8.0	0.299	21.6969	19.546389	0.004269	20.7673	0.121672	19.9756	0.02847	19.3845	99.99		99.9		312.75451537	44.33721915	0.0174	29.0	1.0	4.0	11.0	8.0	5.0	16.4086	0.003	0.062	0.0322	0.0261	0.0504
