#    rad      RA           Dec          Plx       e        pmRA      e       pmDE      e      RUWE       Gmag       e        BPmag       e        RPmag       e       RVDR2    e   Tefftemp loggtemp
10.8803  312.8485633281784  +44.5269415980882      1.2217  0.1060     -1.973  0.104     -3.233  0.120     0.991  18.041828  0.004169  20.086891  0.078339  16.738436  0.013255  9999.99 99.99   9999.9     99.9
10.8809  312.8423650375193  +44.1651679752950      0.4422  0.3115     -3.172  0.354     -3.039  0.377     0.981  19.749563  0.004844  21.318985  0.133147  18.494831  0.023603  9999.99 99.99   9999.9     99.9
10.8817  312.8638764359200  +44.5272502661700  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.012392  0.020996  22.145178  0.482657  19.645016  0.118319  9999.99 99.99   9999.9     99.9
10.8883  312.7875313815335  +44.1726427972441      1.3319  0.0205     13.696  0.024      6.544  0.023     1.002  15.093958  0.002767  15.634864  0.003519  14.384743  0.003896  9999.99 99.99   9999.9     99.9
10.8902  312.7046155239573  +44.2042987764267     -1.2044  0.7642     -0.025  0.827     -6.630  1.219     1.002  20.659695  0.009460  22.019590  0.169909  19.515142  0.072538  9999.99 99.99   9999.9     99.9
10.8903  312.8922660242563  +44.1656207422579      0.7787  0.1296     -2.447  0.147     -8.579  0.164     1.032  18.345896  0.003255  20.246540  0.074779  17.045532  0.008330  9999.99 99.99   9999.9     99.9
10.8926  312.7314420675945  +44.1908198781140      0.3851  1.0809     -4.022  1.390     -8.133  1.336     1.011  20.841341  0.016835  20.866160  0.166330  19.479883  0.065750  9999.99 99.99   9999.9     99.9
10.8930  313.0686507328341  +44.4527051863542      0.4246  0.3288     -1.277  0.348     -2.224  0.354     1.055  19.767689  0.004887  21.493406  0.130038  18.162424  0.018929  9999.99 99.99   9999.9     99.9
10.8966  312.7712145728394  +44.1766900109581      0.0301  0.5815     -4.962  0.781     -9.545  0.633     1.022  20.394585  0.007083  21.274643  0.180607  19.132107  0.052191  9999.99 99.99   9999.9     99.9
10.8991  312.9254598333900  +44.1698010669900  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.128792  0.041198  21.291702  0.353240  19.901272  0.100733  9999.99 99.99   9999.9     99.9
10.8996  312.7924996519700  +44.5203990306700  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.112713  0.029939  20.743040  0.128571  19.447546  0.122702  9999.99 99.99   9999.9     99.9
10.9017  313.0367647261862  +44.4787113711698      0.3370  0.0585     -1.170  0.058     -4.095  0.064     0.981  17.206215  0.002877  18.692778  0.013159  16.034391  0.005637  9999.99 99.99   9999.9     99.9
10.9058  313.0445199577408  +44.2187030490179      0.3486  0.2644     -2.456  0.287     -7.193  0.263     1.088  19.320051  0.004028  21.229000  0.153907  17.935839  0.026008  9999.99 99.99   9999.9     99.9
10.9070  312.6507275001792  +44.2463339465917      0.7637  0.1333     -4.790  0.152     -9.179  0.167     0.961  18.570827  0.003255  20.360401  0.082047  17.231596  0.009856  9999.99 99.99   9999.9     99.9
10.9089  313.1101645746000  +44.3892420476400  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.954206  0.025137  24.028270  0.272808  19.484360  0.131310  9999.99 99.99   9999.9     99.9
10.9095  313.0785554243556  +44.2494782518744      0.5038  0.5589     -2.621  0.591     -4.697  0.764     1.044  20.270382  0.008349  21.196184  0.130048  18.960024  0.043721  9999.99 99.99   9999.9     99.9
10.9117  312.7994998994477  +44.5219833244908     -0.2737  0.3905     -2.918  0.370     -2.174  0.390     1.094  19.784939  0.005138  20.922684  0.135150  18.489014  0.040855  9999.99 99.99   9999.9     99.9
10.9118  312.9168761703874  +44.1681590565633     -0.3965  0.3450     -0.080  0.403     -4.080  0.354     1.071  19.921917  0.005079  21.285580  0.155835  18.630285  0.029869  9999.99 99.99   9999.9     99.9
10.9132  312.7448113077400  +44.5069440711800  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.039423  0.018670  21.853563  0.557803  19.472597  0.111184  9999.99 99.99   9999.9     99.9
10.9135  312.8528583550700  +44.1641478896800  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.075293  0.020537  21.747534  0.453250  20.041927  0.121794  9999.99 99.99   9999.9     99.9
10.9147  312.7892045199821  +44.1718735396547      0.3962  0.2236     -2.274  0.279     -2.411  0.247     1.009  19.334282  0.003904  20.531105  0.071729  18.168116  0.014735  9999.99 99.99   9999.9     99.9
10.9151  312.9073068945166  +44.5250694988388      0.7762  0.2694     -8.897  0.260     -1.598  0.280     1.052  19.542841  0.004358  21.114456  0.114210  18.110890  0.015969  9999.99 99.99   9999.9     99.9
10.9155  312.9944949302836  +44.5017462625397      1.3979  0.0596     10.933  0.065     -0.441  0.062     0.977  17.184408  0.002845  18.150011  0.021870  16.209654  0.006853  9999.99 99.99   9999.9     99.9
10.9171  312.6088158013621  +44.3432776109614      0.9551  0.3638     -7.603  0.396    -10.312  0.426     1.028  19.843584  0.004788  20.996204  0.135186  18.551573  0.033948  9999.99 99.99   9999.9     99.9
10.9184  312.8690014019286  +44.1639903397295      0.5214  0.7953     -3.121  0.853     -6.154  0.920     1.157  20.626112  0.008633  21.471237  0.146381  19.286560  0.046443  9999.99 99.99   9999.9     99.9
10.9214  312.8204623586554  +44.1664622376186      0.6060  0.1066     -2.904  0.120     -1.386  0.124     0.977  18.238684  0.003143  19.642374  0.067997  17.030640  0.008664  9999.99 99.99   9999.9     99.9
10.9225  312.7114274019997  +44.1998552636181      0.3221  0.0243     -3.322  0.027     -4.257  0.030     0.980  15.485452  0.002804  17.218878  0.008348  14.231717  0.003961  9999.99 99.99   9999.9     99.9
10.9246  312.6619304704330  +44.2345578780006      0.7670  0.4604     -3.089  0.519     -3.803  0.616     0.984  20.165426  0.007828  20.957825  0.107527  18.808321  0.039612  9999.99 99.99   9999.9     99.9
10.9285  312.9648710552961  +44.1789699159086      0.4452  0.5938     -2.870  0.693     -6.948  0.767     1.042  20.420115  0.006915  21.485296  0.186949  19.105990  0.042318  9999.99 99.99   9999.9     99.9
10.9286  312.6530120563339  +44.2432067952240      0.1870  1.0695     -4.741  1.146     -0.328  1.562     1.049  20.800900  0.010746  20.991913  0.322287  19.383106  0.067183  9999.99 99.99   9999.9     99.9
10.9288  313.0987311375185  +44.2769244820851      0.5070  0.3320      5.384  0.356     -2.223  0.365     1.018  19.863842  0.004976  21.283950  0.118385  18.642199  0.027908  9999.99 99.99   9999.9     99.9
10.9294  313.0454347774377  +44.2187948330784      0.3369  0.0942     -4.023  0.100     -5.002  0.094     0.979  17.820887  0.003036  20.023987  0.048617  16.412054  0.008905  9999.99 99.99   9999.9     99.9
10.9324  313.1112262114000  +44.3877557746200  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.963964  0.020115  21.752950  0.542802  19.902700  0.239126  9999.99 99.99   9999.9     99.9
10.9345  312.7720717620231  +44.5161530983157      3.0841  0.9300     -3.470  0.896     -7.609  1.082     1.079  20.572920  0.008525  21.296043  0.135104  19.343243  0.054656  9999.99 99.99   9999.9     99.9
10.9348  313.0976935897069  +44.4175273789982      0.6007  0.2599     -6.072  0.296     -6.445  0.282     0.986  19.562815  0.004426  20.487701  0.125964  18.327703  0.026262  9999.99 99.99   9999.9     99.9
10.9360  312.6460257222816  +44.4415608758155      0.7680  0.1603      0.482  0.171     -6.371  0.195     1.220  17.892653  0.004226  21.643372  0.192891  16.043608  0.006855  9999.99 99.99   9999.9     99.9
10.9372  313.0684254525977  +44.4541707153860     -0.2763  1.8529     -1.930  1.732     -0.969  3.029     1.127  20.907476  0.016753  22.194649  0.368865  19.607950  0.136458  9999.99 99.99   9999.9     99.9
10.9378  312.7806455107029  +44.5184096899173      1.1614  0.3173     -1.742  0.298     -3.190  0.315     1.064  19.585003  0.004413  20.817955  0.107791  18.445356  0.022542  9999.99 99.99   9999.9     99.9
10.9383  313.1172103807048  +44.3608428457261      1.5972  0.0454      8.310  0.049      6.458  0.047     1.070  16.378315  0.002835  17.119390  0.016288  15.290840  0.018941  9999.99 99.99   9999.9     99.9
10.9385  312.6201957183214  +44.4013761259095      0.3626  0.7462      1.673  0.752     -5.904  0.935     1.501  20.529400  0.008640  21.229254  0.164801  18.831450  0.041190  9999.99 99.99   9999.9     99.9
10.9402  313.0383486871713  +44.2136647657754      1.5470  0.0116     11.552  0.012    -17.194  0.011     0.895  12.805566  0.002761  13.150653  0.002921  12.288209  0.003817   -22.37  1.58   5500.0      3.5
10.9413  313.1106484485600  +44.3022135116000  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.919409  0.024793  20.253260  0.352379  19.470882  0.069073  9999.99 99.99   9999.9     99.9
10.9429  312.6378062673781  +44.2607615177082      1.1704  0.0563     -1.995  0.060     -3.089  0.071     1.000  17.198128  0.006215  18.632282  0.041686  15.975679  0.014534  9999.99 99.99   9999.9     99.9
10.9430  313.0379339717511  +44.2131997537106      0.0312  0.5971     -1.701  0.916     -2.779  0.692     1.160  19.570908  0.007609  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
10.9430  313.1154297806241  +44.3731060101136      0.5537  0.1178     -3.409  0.123     -4.229  0.123     0.953  18.305796  0.003103  19.605356  0.044685  17.170767  0.009741  9999.99 99.99   9999.9     99.9
10.9449  313.1180099332838  +44.3540736514166      1.1975  0.0459     -0.347  0.051     -4.551  0.050     1.014  16.620296  0.008500  17.911423  0.030771  15.467369  0.019067  9999.99 99.99   9999.9     99.9
10.9468  313.0587067388748  +44.4632934968260      0.7507  0.3764     -3.247  0.381     -7.969  0.395     1.035  19.983940  0.005209  21.069408  0.125461  18.753935  0.030548  9999.99 99.99   9999.9     99.9
10.9474  312.9618672979390  +44.5141946326588      0.7688  0.2063      0.437  0.206     -2.819  0.214     0.999  19.225029  0.003784  20.837423  0.088162  18.009950  0.013711  9999.99 99.99   9999.9     99.9
10.9495  313.1012662795148  +44.4118778421387      0.2271  0.4077     -5.247  0.438     -6.591  0.408     1.071  20.022083  0.005135  21.214151  0.151186  18.823442  0.024015  9999.99 99.99   9999.9     99.9
10.9500  313.1174356339144  +44.3612745484490      1.5300  0.0622      8.060  0.068      6.786  0.064     0.984  17.141907  0.002975  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
10.9526  312.9305767806129  +44.1698731243375      1.6026  0.9891     -1.338  1.193     -6.655  1.161     0.999  20.797377  0.010527  21.774822  0.197797  19.709053  0.098316  9999.99 99.99   9999.9     99.9
10.9535  312.7118722837243  +44.4930255681875      1.7856  0.0156    -20.525  0.015    -13.961  0.017     1.298  12.104076  0.002760  12.448474  0.002852  11.591851  0.003792   -22.47  1.01   6000.0      3.5
10.9616  312.7830980523303  +44.5194157536565      0.1789  0.3603     -0.832  0.343     -2.553  0.377     7.098  16.612709  0.005526  17.923004  0.013129  15.338528  0.004431  9999.99 99.99   9999.9     99.9
10.9619  312.7435605847706  +44.5074036381158      0.5178  0.3191     -2.235  0.291     -4.290  0.302     1.021  19.498037  0.004338  20.881256  0.123750  18.171240  0.022466  9999.99 99.99   9999.9     99.9
10.9657  312.8786510662231  +44.1634791231867      0.8482  0.1935     -0.288  0.219     -3.552  0.211     1.060  18.856358  0.003668  20.454590  0.080085  17.650484  0.014173  9999.99 99.99   9999.9     99.9
10.9668  312.9408728622666  +44.1718141270311      0.9615  0.1819     -3.631  0.210     -6.978  0.195     1.001  19.059406  0.003628  20.634308  0.075235  17.741339  0.014472  9999.99 99.99   9999.9     99.9
10.9669  312.7571425641544  +44.5122624782450      0.1788  0.3992     -1.811  0.392     -3.410  0.371     1.037  19.899084  0.005292  21.366066  0.137557  18.682940  0.030870  9999.99 99.99   9999.9     99.9
10.9686  312.6154923481241  +44.3914134960909      1.2734  0.0245     -0.991  0.026     -4.363  0.028     1.053  15.156548  0.003040  16.409600  0.005527  14.046515  0.004947  9999.99 99.99   9999.9     99.9
10.9704  313.1187364436360  +44.3411512670464      0.8283  0.1272      1.165  0.136      2.262  0.145     1.006  18.449087  0.003282  20.354502  0.097389  17.115177  0.010151  9999.99 99.99   9999.9     99.9
10.9711  312.7947703279540  +44.1697403469862     -0.6055  0.8146     -3.030  1.052     -3.478  0.855     1.162  20.697607  0.012612  21.625360  0.148351  19.331636  0.044025  9999.99 99.99   9999.9     99.9
10.9713  312.6529165657303  +44.4501845763265      1.7335  0.4366     12.327  0.438      8.797  0.524     1.085  20.104305  0.005803  21.236202  0.133065  18.799980  0.049867  9999.99 99.99   9999.9     99.9
10.9771  312.8334761418386  +44.1642088459569     -0.7603  1.6683     -4.299  1.364     -6.417  1.249     1.098  20.883896  0.012697  21.692194  0.280438  19.758104  0.084305  9999.99 99.99   9999.9     99.9
10.9788  313.1095494556623  +44.3954937150828      0.1285  1.2413      3.112  1.174     -6.121  1.606     2.671  20.608690  0.012628  22.007423  0.343608  19.131989  0.055588  9999.99 99.99   9999.9     99.9
10.9794  313.0465813555963  +44.4736546010573      0.2686  0.5979     -3.015  0.556     -1.982  0.728     1.100  20.388214  0.006471  21.898024  0.250936  19.090641  0.043659  9999.99 99.99   9999.9     99.9
10.9804  313.0394122012331  +44.4787531276957     -1.4373  0.6539     -5.667  0.652     -3.940  0.862     1.083  20.528288  0.007428  21.762880  0.233043  19.449371  0.066188  9999.99 99.99   9999.9     99.9
10.9824  313.0984267769092  +44.4183230733615      0.4937  0.2149     -6.087  0.234     -6.637  0.218     1.020  19.246304  0.003880  20.471647  0.095555  18.029940  0.017890  9999.99 99.99   9999.9     99.9
10.9836  313.1188030381330  +44.3557691007931      0.2022  0.2637     -1.230  0.284     -2.244  0.281     1.036  19.486937  0.004360  21.076430  0.111254  18.159170  0.019772  9999.99 99.99   9999.9     99.9
10.9846  313.0342439583400  +44.4822129214200  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.028967  0.020645  21.834190  0.358319  19.653310  0.098349  9999.99 99.99   9999.9     99.9
10.9867  313.0745960833507  +44.4494077738754     -0.3947  0.3454     -2.689  0.368     -3.849  0.372     1.008  19.940360  0.004915  21.346224  0.131708  18.775341  0.027445  9999.99 99.99   9999.9     99.9
10.9878  312.8985012566900  +44.5272719604300  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.178570  0.023576  21.240479  0.241786  20.074743  0.238152  9999.99 99.99   9999.9     99.9
10.9878  312.6816786422461  +44.2168722344745     -0.0614  0.4827     -3.565  0.590     -4.524  0.588     1.045  20.293581  0.006688  21.513634  0.129444  18.905195  0.023734  9999.99 99.99   9999.9     99.9
10.9905  312.8189808095987  +44.5263474202168      0.6123  0.3792     -5.639  0.361     -5.612  0.464     1.653  19.095476  0.005418  20.875650  0.106275  17.692293  0.012565  9999.99 99.99   9999.9     99.9
10.9969  313.0392037275600  +44.2128165866300  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.074085  0.023912  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
10.9987  312.8143534105995  +44.1659684109306      0.0897  0.1728     -4.063  0.196     -5.097  0.197     1.032  18.938686  0.003596  20.612751  0.126187  17.627428  0.017355  9999.99 99.99   9999.9     99.9
10.9992  313.1189508902721  +44.3583884803752      0.7044  0.3571     -1.466  0.373     -2.744  0.370     1.136  19.833870  0.005010  21.184597  0.081603  18.611996  0.022261  9999.99 99.99   9999.9     99.9
11.0004  312.9568011851000  +44.5166017681300  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.024880  0.020587  22.052084  0.200689  19.417553  0.065762  9999.99 99.99   9999.9     99.9
11.0011  312.7202048013216  +44.1938753986134      5.9960  1.4669     -5.704  1.759    -18.731  1.568     3.646  19.879135  0.016117  20.954634  0.138536  18.113940  0.016141  9999.99 99.99   9999.9     99.9
11.0018  312.7648083121165  +44.1766194895664      0.4271  0.8857     -1.111  0.967     -5.073  1.119     1.058  20.689856  0.009915  21.380173  0.201423  19.553217  0.066013  9999.99 99.99   9999.9     99.9
11.0021  313.1146187751503  +44.3821568444433      0.1509  0.0919     -3.632  0.098     -4.085  0.093     0.975  17.907177  0.002995  19.960526  0.065750  16.577898  0.007642  9999.99 99.99   9999.9     99.9
11.0022  312.6748755861886  +44.2215578009736      1.0123  0.2104      4.978  0.236     -2.137  0.241     1.039  19.219965  0.003890  20.775106  0.105645  17.876707  0.011624  9999.99 99.99   9999.9     99.9
11.0024  312.6952543299197  +44.2074432879855      0.1392  1.5077     -0.759  1.705     -3.626  1.354     0.905  20.806820  0.014221  21.582619  0.194709  19.595863  0.073646  9999.99 99.99   9999.9     99.9
11.0027  313.1095741790091  +44.3969865740588      0.2090  0.0985     -3.688  0.107     -4.489  0.101     0.973  18.072450  0.003064  19.977060  0.051533  16.786642  0.007137  9999.99 99.99   9999.9     99.9
11.0040  313.0292507583580  +44.2062685362700      0.1657  0.4256     -4.485  0.464     -4.656  0.462     1.030  20.056528  0.005556  20.904968  0.186602  18.638380  0.042408  9999.99 99.99   9999.9     99.9
11.0049  312.8489852757000  +44.1627551737300  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.101479  0.024167  20.400484  0.576252  20.000423  0.257182  9999.99 99.99   9999.9     99.9
11.0053  312.8650394281598  +44.5293210409186      1.1327  0.3414     -2.843  0.333     -3.438  0.372     0.959  19.921005  0.005116  21.186998  0.127300  18.664417  0.032239  9999.99 99.99   9999.9     99.9
11.0065  312.8939891030819  +44.1637857407830     -0.4081  0.9193      1.276  1.032     -0.876  0.975     1.046  20.734993  0.014882  20.923607  0.302111  19.415007  0.069818  9999.99 99.99   9999.9     99.9
11.0086  312.6479080763100  +44.2462571804200  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.978504  0.023800  21.551086  0.260185  19.465174  0.088482  9999.99 99.99   9999.9     99.9
11.0095  313.0810702089682  +44.4430409044072      0.6217  0.1227     -4.071  0.127     -7.533  0.138     1.033  18.187927  0.003076  19.909548  0.064036  16.962803  0.007609  9999.99 99.99   9999.9     99.9
11.0100  313.1100412924431  +44.3962342843161      0.4296  0.4694     -1.875  0.469     -4.497  0.531     1.021  20.229525  0.005823  21.296055  0.220377  18.743746  0.040615  9999.99 99.99   9999.9     99.9
11.0131  313.0230743308528  +44.4895942936663      0.2957  0.0223     -1.500  0.022     -2.598  0.023     1.026  15.035815  0.002899  16.911083  0.006147  13.743633  0.004639  9999.99 99.99   9999.9     99.9
11.0142  312.7458160116157  +44.5092157751561      1.0974  0.3993      1.869  0.390      0.354  0.422     0.959  19.984411  0.005253  21.431566  0.136035  18.771540  0.024703  9999.99 99.99   9999.9     99.9
11.0148  313.1134020354000  +44.3051949549600  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.053104  0.026494  21.168104  0.041033  19.718267  0.146491  9999.99 99.99   9999.9     99.9
11.0161  312.8123614534599  +44.5258846580676      0.9320  0.5481     -3.737  0.536     -3.717  0.635     1.007  20.440395  0.007010  21.100395  0.248008  19.203669  0.043901  9999.99 99.99   9999.9     99.9
11.0179  312.6977549923900  +44.2055520883900  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  99.999999 99.999999  99.999999 99.999999  19.544718  0.064666  9999.99 99.99   9999.9     99.9
11.0228  312.6494201554975  +44.2441985998352      0.2854  0.1086     -1.513  0.129     -2.204  0.136     0.979  18.231531  0.003148  20.630955  0.084843  16.771633  0.008150  9999.99 99.99   9999.9     99.9
11.0241  312.8946146727879  +44.5282564969692      0.8846  0.9260     -2.212  0.918     -1.800  1.023     0.997  20.752619  0.009148  21.287924  0.159832  19.590992  0.087058  9999.99 99.99   9999.9     99.9
11.0267  313.1194215479818  +44.3602895615583      0.0626  0.4536     -4.081  0.539     -4.822  0.592     1.005  20.176352  0.005576  22.005186  0.145802  18.742025  0.024285  9999.99 99.99   9999.9     99.9
11.0273  313.0653925193857  +44.4595255750044      0.2445  0.0834     -3.620  0.086     -4.119  0.091     0.933  17.766321  0.002933  19.063406  0.018742  16.653854  0.007217  9999.99 99.99   9999.9     99.9
11.0277  312.6879909286128  +44.2115548313408      1.2466  0.4097     -1.345  0.444     -3.328  0.468     1.088  20.116518  0.005782  21.346330  0.117676  18.851110  0.026719  9999.99 99.99   9999.9     99.9
11.0285  312.8035978392200  +44.5247242217329      0.1159  0.0753     -3.030  0.074     -4.402  0.081     0.989  17.303001  0.002951  19.947832  0.056574  15.858325  0.005349  9999.99 99.99   9999.9     99.9
11.0318  313.0278971407880  +44.4872147566227      0.4026  0.0696     -4.825  0.074     -5.082  0.076     1.054  17.432613  0.002915  18.702060  0.023788  16.276655  0.008709  9999.99 99.99   9999.9     99.9
11.0320  312.8114217909506  +44.5260192926922      0.9518  0.4546     -0.456  0.446     -3.146  0.550     1.026  20.276678  0.006327  21.849232  0.189519  18.897871  0.035997  9999.99 99.99   9999.9     99.9
11.0350  313.0675958620980  +44.2344813330366     -0.4461  0.4714     -2.695  0.524     -3.910  0.491     1.156  20.082848  0.005308  21.433998  0.102768  18.543756  0.032041  9999.99 99.99   9999.9     99.9
11.0363  312.7729704606678  +44.1736767062911      0.7620  0.2896      0.381  0.324     -2.626  0.320     1.004  19.699749  0.004619  21.298935  0.127226  18.434586  0.026449  9999.99 99.99   9999.9     99.9
11.0379  312.8747980354932  +44.1621274158962      0.4270  0.7192     -1.695  0.806     -3.219  1.174     1.146  20.513943  0.008141  22.079586  0.204485  18.868118  0.039001  9999.99 99.99   9999.9     99.9
11.0417  312.9853111679158  +44.5079536185770      0.7160  0.1293     -2.213  0.126     -4.117  0.141     1.008  18.582174  0.003195  19.909685  0.051749  17.413510  0.012511  9999.99 99.99   9999.9     99.9
11.0420  313.1179646835964  +44.3721338313505      0.2496  0.0342     -4.058  0.037     -4.773  0.034     1.056  15.949820  0.002825  17.477503  0.007716  14.733389  0.004400  9999.99 99.99   9999.9     99.9
11.0435  312.7306606286695  +44.5037648956758     -0.1023  0.3269     -2.246  0.304     -3.327  0.333     1.123  19.505556  0.004600  20.722061  0.119305  18.142239  0.028280  9999.99 99.99   9999.9     99.9
11.0442  312.9769745633440  +44.5110642308685     -0.5606  1.3898     -1.471  1.892     -3.773  1.827     1.075  20.823051  0.012585  21.213589  0.185789  19.851890  0.147585  9999.99 99.99   9999.9     99.9
11.0474  312.9277109538351  +44.5241531701138      2.2381  0.9392     -6.541  1.039      1.091  2.074     1.056  20.807917  0.009624  20.190430  0.453006  19.555872  0.079243  9999.99 99.99   9999.9     99.9
11.0476  312.7221765892297  +44.5000565092116      0.3203  2.2958     -4.112  1.719     -5.932  1.624     1.181  20.853432  0.013984  21.843077  0.285228  19.797169  0.140344  9999.99 99.99   9999.9     99.9
11.0515  313.0496825908500  +44.4730660795400  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.909344  0.022377  20.723024  0.543159  17.542782  0.023284  9999.99 99.99   9999.9     99.9
11.0521  313.0993163274613  +44.4196981165933      0.7130  0.2897     -0.205  0.316     -2.226  0.308     1.000  19.762167  0.004677  20.908762  0.135928  18.476118  0.020509  9999.99 99.99   9999.9     99.9
11.0576  313.1136190949750  +44.3028103063698      1.8952  0.6999      2.806  0.783     -2.707  0.809     1.050  20.454247  0.007545  21.392866  0.235587  19.215273  0.059140  9999.99 99.99   9999.9     99.9
11.0582  312.8634669670307  +44.1615924494444      0.6483  0.6988     -0.709  0.933     -1.477  0.777     1.118  20.593672  0.008534  22.008806  0.214846  19.286152  0.056250  9999.99 99.99   9999.9     99.9
11.0587  312.7516127943037  +44.5121016195434      1.0559  0.3652     -3.613  0.354     -2.978  0.357     1.076  19.714241  0.004718  21.316273  0.126399  18.328262  0.016127  9999.99 99.99   9999.9     99.9
11.0600  313.0179468546241  +44.1986040026649      0.4411  0.2002     -4.862  0.226     -6.032  0.204     1.024  18.949598  0.003576  21.081710  0.160901  17.553728  0.014553  9999.99 99.99   9999.9     99.9
11.0610  312.6600604354762  +44.2325603919710      0.7530  0.2055     -0.877  0.231     -2.482  0.239     0.953  19.202540  0.004145  20.830880  0.095687  17.747896  0.014811  9999.99 99.99   9999.9     99.9
11.0632  312.6986077240700  +44.2040581238700  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.068787  0.031593  99.999999 99.999999  19.569344  0.223436  9999.99 99.99   9999.9     99.9
11.0652  312.7903345565224  +44.1691052636512      1.5863  0.1348    -11.218  0.168    -20.570  0.160     1.101  18.451899  0.003445  19.854170  0.039557  17.267450  0.008367  9999.99 99.99   9999.9     99.9
11.0673  313.0929399899295  +44.4299697146165      1.0837  0.6203     -2.765  0.685     -4.774  0.716     1.109  20.431536  0.006950  21.081528  0.184097  19.192448  0.056637  9999.99 99.99   9999.9     99.9
11.0706  313.1143165443154  +44.3038747441989      0.3589  0.1234     -2.567  0.157     -4.869  0.128     1.006  18.234514  0.003162  20.377678  0.081041  16.884106  0.009620  9999.99 99.99   9999.9     99.9
11.0714  312.6971059211542  +44.2048093630714      0.3757  0.5859     -2.157  0.734     -5.126  0.718     1.055  20.410126  0.006703  20.942362  0.169807  19.060507  0.040311  9999.99 99.99   9999.9     99.9
11.0731  313.0499445610110  +44.4734410604624     -0.2196  1.1848     -3.493  0.853     -7.570  2.297     1.047  20.796293  0.013047  21.716220  0.258427  18.952723  0.099383  9999.99 99.99   9999.9     99.9
11.0733  312.8530692216223  +44.5303403494415      0.5503  0.1046     -7.547  0.101     -8.791  0.118     1.096  17.996782  0.003076  19.501528  0.037874  16.795176  0.008800  9999.99 99.99   9999.9     99.9
11.0763  312.6072270823707  +44.3703140721138      3.3022  0.7856      1.977  0.842     -2.287  1.007     1.027  20.565378  0.008671  21.168943  0.140724  19.337046  0.058204  9999.99 99.99   9999.9     99.9
11.0796  313.1187436667093  +44.3726128446987      0.2324  0.0877     -2.764  0.094     -2.934  0.089     1.081  17.620586  0.003319  18.778976  0.029220  16.224133  0.009890  9999.99 99.99   9999.9     99.9
11.0807  313.0730398702830  +44.4537348564387      0.4296  0.0844     -3.755  0.090     -4.507  0.094     1.023  17.756920  0.002943  18.951483  0.018052  16.680400  0.007492  9999.99 99.99   9999.9     99.9
11.0815  313.0286737709656  +44.4878159674142      0.3152  0.0312     -2.793  0.032     -3.689  0.032     1.007  15.907405  0.002812  16.871462  0.005227  14.916472  0.004357  9999.99 99.99   9999.9     99.9
11.0817  313.1003944391878  +44.2730972896093      0.3113  0.1017     -3.249  0.109     -2.446  0.103     0.950  18.022146  0.003072  20.546790  0.071006  16.600700  0.006355  9999.99 99.99   9999.9     99.9
11.0832  313.1028474286729  +44.2772605831097      0.4926  0.1787     -2.857  0.190     -3.643  0.194     1.080  18.781150  0.003434  20.422058  0.079804  17.555214  0.011641  9999.99 99.99   9999.9     99.9
11.0851  313.0662715770753  +44.2319096639171      1.4829  0.2164      4.183  0.239      1.431  0.220     0.920  19.243418  0.003759  20.661522  0.096576  18.074068  0.022138  9999.99 99.99   9999.9     99.9
11.0853  313.0229759192454  +44.4912008050773      0.1403  0.1724     -3.080  0.173     -4.943  0.182     0.954  18.961412  0.003519  20.365578  0.062417  17.764074  0.012643  9999.99 99.99   9999.9     99.9
11.0855  313.1205388254645  +44.3300705606311      0.8249  0.2467     -0.159  0.269     -2.707  0.275     3.010  17.562893  0.006207  19.264353  0.033823  16.161947  0.006938  9999.99 99.99   9999.9     99.9
11.0873  312.6383314258018  +44.2551464918284      1.6722  0.0685     -1.640  0.085    -21.818  0.083     0.980  17.487734  0.002913  18.459776  0.028720  16.511663  0.006664  9999.99 99.99   9999.9     99.9
11.0875  313.0446161075430  +44.4776328600061      0.1242  0.5932     -3.115  0.671     -4.054  0.928     1.067  20.305620  0.009408  20.190447  0.227767  18.611916  0.077120  9999.99 99.99   9999.9     99.9
