#    rad      RA           Dec          Plx       e        pmRA      e       pmDE      e      RUWE       Gmag       e        BPmag       e        RPmag       e       RVDR2    e   Tefftemp loggtemp
 5.7422  312.8598669562452  +44.2502181353443      0.5329  0.2820     -0.836  0.297     -0.811  0.281     1.007  19.502907  0.004288  21.067050  0.113695  18.249086  0.019594  9999.99 99.99   9999.9     99.9
 5.7521  312.8486133307911  +44.2505946814144     -2.0670  1.7582      0.354  1.664     -1.405  1.315     1.026  20.934008  0.016002  22.173690  0.321659  19.599653  0.086605  9999.99 99.99   9999.9     99.9
 5.7542  312.9487960613900  +44.2721123419400  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.924470  0.021921  21.358356  0.459928  19.349375  0.127815  9999.99 99.99   9999.9     99.9
 5.7565  312.8734486804900  +44.2501755710603      0.6847  0.3859     11.704  0.446     13.011  0.388     0.944  19.883068  0.005818  21.182787  0.124676  18.610443  0.049104  9999.99 99.99   9999.9     99.9
 5.7572  312.8433575767634  +44.4408089553332     -0.0069  0.6763     -3.778  0.599     -4.265  1.035     1.062  20.451227  0.010304  20.770042  0.370710  19.100298  0.106514  9999.99 99.99   9999.9     99.9
 5.7573  312.7501454372400  +44.2942286719100  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.968159  0.021345  21.322060  0.129118  19.493776  0.115050  9999.99 99.99   9999.9     99.9
 5.7620  312.9345061839990  +44.4273191842914      1.1298  0.4039     -4.976  0.403     -7.496  0.404     0.959  20.035856  0.005497  20.995659  0.156329  18.762780  0.026841  9999.99 99.99   9999.9     99.9
 5.7648  312.9395410605593  +44.2668748757948     -1.2992  0.6854     -4.902  0.729     -4.700  0.896     1.071  20.548697  0.008211  22.415370  0.319143  19.046972  0.061920  9999.99 99.99   9999.9     99.9
 5.7697  312.7654097254555  +44.4119747341785      0.4105  0.1869     -1.438  0.190     -4.916  0.223     1.042  18.755482  0.003492  20.337486  0.080622  17.446417  0.011083  9999.99 99.99   9999.9     99.9
 5.7711  312.8884885664443  +44.4404130340389      1.2322  0.1203     -5.731  0.128    -11.530  0.132     2.783  16.555595  0.003497  17.831125  0.009622  15.346065  0.004402  9999.99 99.99   9999.9     99.9
 5.7718  312.7584787542979  +44.2855787856829      0.3295  0.4330     -3.962  0.437     -5.705  0.478     1.090  20.041325  0.005543  21.299427  0.146381  18.817434  0.034885  9999.99 99.99   9999.9     99.9
 5.7744  312.9956334091428  +44.3289463820223      0.2793  0.2324     -2.444  0.231     -4.062  0.238     1.129  19.202333  0.003990  20.767971  0.138020  17.901241  0.014238  9999.99 99.99   9999.9     99.9
 5.7749  312.9425875823005  +44.4236385002597      1.1565  0.4556     -1.393  0.478     -2.970  0.467     1.079  20.178574  0.006501  21.724733  0.205052  18.697159  0.036947  9999.99 99.99   9999.9     99.9
 5.7801  312.8975455924060  +44.2527886075638      2.1097  0.7626     -7.072  0.833    -10.841  0.963     0.930  20.564137  0.009584  20.626535  0.111182  20.582815  0.134957  9999.99 99.99   9999.9     99.9
 5.7823  312.7301433945136  +44.3613140025555      0.3272  0.0354     -3.669  0.039     -4.621  0.039     1.049  15.936687  0.002836  17.645401  0.011481  14.688002  0.004198  9999.99 99.99   9999.9     99.9
 5.7825  312.9773137080241  +44.3972287876432      0.4100  0.4291     -3.755  0.443     -5.948  0.440     1.115  20.073545  0.005743  21.466164  0.141763  18.685064  0.025435  9999.99 99.99   9999.9     99.9
 5.7825  312.8858937086007  +44.4409153254547      0.1172  0.1432     -4.957  0.142     -5.744  0.148     0.973  18.472105  0.003203  19.787240  0.052876  17.319355  0.008960  9999.99 99.99   9999.9     99.9
 5.7834  312.7319661777689  +44.3680068365717      6.0825  1.9636     -1.776  2.032      1.363  1.335     0.995  20.786694  0.017626  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
 5.7866  312.9504245382800  +44.4194567009400  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.208431  0.022137  20.522612  0.418959  20.054361  0.185123  9999.99 99.99   9999.9     99.9
 5.7870  312.9980468087642  +44.3468357793791     -0.2108  0.3822     -2.288  0.407     -4.581  0.387     1.032  20.061934  0.005408  21.180048  0.192969  18.782696  0.028952  9999.99 99.99   9999.9     99.9
 5.7872  312.7485735983280  +44.3968142853540      0.4249  0.1234     -1.559  0.135     -2.206  0.140     1.001  18.286290  0.003136  19.751690  0.077813  16.997229  0.009598  9999.99 99.99   9999.9     99.9
 5.7878  312.7320538889115  +44.3685914692501      0.1743  0.1114     -3.569  0.123     -6.116  0.124     0.958  18.104720  0.003153  19.244663  0.042443  17.023119  0.012193  9999.99 99.99   9999.9     99.9
 5.7993  312.8519900642714  +44.2495910212977     -0.7210  0.5585     -2.622  0.558     -5.447  0.562     1.090  20.198397  0.006204  21.169817  0.119829  18.806932  0.028138  9999.99 99.99   9999.9     99.9
 5.8005  312.7286013979187  +44.3368079407919      1.1271  0.1324     -1.438  0.143     -4.361  0.155     0.991  18.327541  0.011140  20.040060  0.104405  16.986591  0.029815  9999.99 99.99   9999.9     99.9
 5.8023  312.8004631173346  +44.2602605153447      0.7515  1.2867     -7.625  1.322     -3.745  1.523     0.983  20.778666  0.014922  21.209187  0.128843  19.517609  0.114883  9999.99 99.99   9999.9     99.9
 5.8029  312.8691732718122  +44.4425285149555     -0.1125  0.5431     -2.672  0.471     -4.254  0.503     1.000  20.202050  0.006056  21.190754  0.108541  18.927240  0.033733  9999.99 99.99   9999.9     99.9
 5.8059  312.9148784057100  +44.4353209652500  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.955082  0.014678  21.245142  0.266168  19.670760  0.145684  9999.99 99.99   9999.9     99.9
 5.8068  312.8926725557868  +44.2514776002883     -0.9403  0.8417     -3.147  0.903     -8.901  0.905     1.042  20.620289  0.010592  21.503876  0.203743  19.250557  0.089152  9999.99 99.99   9999.9     99.9
 5.8077  312.7537921921567  +44.2889710487671      0.7609  0.0247     -4.890  0.027     -4.903  0.029     0.952  15.401102  0.002802  17.371946  0.008040  14.092166  0.003944  9999.99 99.99   9999.9     99.9
 5.8092  312.9390644038832  +44.4261235197382      0.0028  0.5206     -3.250  0.519     -5.436  0.530     1.041  20.337150  0.006336  21.373022  0.192552  19.136513  0.043730  9999.99 99.99   9999.9     99.9
 5.8127  312.9802679264529  +44.3945689464313      1.7808  0.0489      7.641  0.052      7.067  0.049     0.927  16.754879  0.002831  17.660583  0.006948  15.807222  0.004682  9999.99 99.99   9999.9     99.9
 5.8137  312.7712488877951  +44.4171169964223     -0.0467  0.4576     -4.363  0.455     -4.958  0.556     1.027  20.138544  0.006020  21.462801  0.183483  18.738540  0.036724  9999.99 99.99   9999.9     99.9
 5.8189  312.9556318443257  +44.4168775845577      0.4399  0.0206     -0.580  0.022     -1.183  0.020     1.063  14.864467  0.002780  16.359198  0.004738  13.681294  0.003877  9999.99 99.99   9999.9     99.9
 5.8202  312.8159769885568  +44.2549953375128      0.5909  0.4639     -6.005  0.521     -6.734  0.504     1.025  20.226728  0.005779  21.252867  0.123311  18.887205  0.043838  9999.99 99.99   9999.9     99.9
 5.8245  312.9306663752085  +44.2616958442040      0.3392  0.1555     -3.076  0.175     -4.022  0.172     1.025  18.671274  0.003328  20.376340  0.129574  17.387135  0.013188  9999.99 99.99   9999.9     99.9
 5.8254  312.7744198283014  +44.4194170724441      0.7214  0.4004     -1.373  0.391     -5.572  0.433     1.050  19.838182  0.005048  21.044853  0.104258  18.626614  0.032903  9999.99 99.99   9999.9     99.9
 5.8269  312.9907856216022  +44.3792622149447     -0.9687  1.8547     -5.596  1.936     -8.325  2.506     1.233  20.902252  0.014739  21.473368  0.234107  19.563395  0.114277  9999.99 99.99   9999.9     99.9
 5.8275  312.7350399514783  +44.3138709164281      0.3576  0.1033     -6.120  0.114     -9.784  0.119     1.050  18.035112  0.003091  19.593891  0.059072  16.791725  0.009001  9999.99 99.99   9999.9     99.9
 5.8288  312.8474092774982  +44.2495237373476      1.5215  0.0470      0.930  0.049    -28.291  0.051     1.199  16.272715  0.002855  17.074512  0.005899  15.386356  0.004245  9999.99 99.99   9999.9     99.9
 5.8342  312.9337408978587  +44.2628140226361      0.2602  0.0760     -3.163  0.087     -5.413  0.083     1.000  17.546850  0.002925  19.352137  0.036184  16.267397  0.007579  9999.99 99.99   9999.9     99.9
 5.8347  312.7542326425362  +44.4041519292079      0.3851  0.1103     -2.459  0.125     -4.430  0.125     0.982  18.083633  0.003133  19.490130  0.039410  16.898865  0.009171  9999.99 99.99   9999.9     99.9
 5.8368  312.8478587965117  +44.4425675708820      0.2274  0.5196     -3.821  0.521     -3.790  0.578     1.062  20.315832  0.006043  21.013103  0.098150  18.981040  0.038393  9999.99 99.99   9999.9     99.9
 5.8378  312.9495034513968  +44.4211668046379     -0.1016  0.5371     -4.381  0.522     -7.333  0.531     1.024  20.367010  0.007026  21.058456  0.119589  18.968653  0.059286  9999.99 99.99   9999.9     99.9
 5.8395  312.7863029661730  +44.2656168087344     -4.9406  3.1547     -2.664  2.416     -2.420  1.724     1.038  20.875600  0.017363  21.135765  0.180730  19.493423  0.117680  9999.99 99.99   9999.9     99.9
 5.8407  312.9822921573174  +44.3931186562531     -2.6343  1.3313     -5.836  1.677     -4.556  2.270     0.981  20.860245  0.012652  21.729326  0.239344  19.354490  0.055155  9999.99 99.99   9999.9     99.9
 5.8417  312.7428771800973  +44.3003980117381     -0.6764  0.2685     -3.384  0.289     -3.690  0.299     0.983  19.574345  0.006973  21.455002  0.136038  17.929726  0.019155  9999.99 99.99   9999.9     99.9
 5.8418  312.9808946549200  +44.3948533135400  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.826710  0.018395  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
 5.8425  312.7549161089391  +44.2869992494370      1.7294  0.0271    -13.026  0.029    -11.861  0.032     1.008  15.648544  0.002800  16.290913  0.004305  14.881452  0.004105  9999.99 99.99   9999.9     99.9
 5.8477  312.9783793248308  +44.3981050835955      1.3507  0.3064     -8.129  0.324     -9.519  0.294     0.993  19.685705  0.004499  20.973852  0.131539  18.489592  0.026263  9999.99 99.99   9999.9     99.9
 5.8478  312.7373285269138  +44.3833554422997      0.5355  0.5724     -1.299  0.625      3.132  0.634     0.952  20.348883  0.007699  20.896310  0.126570  18.937980  0.040954  9999.99 99.99   9999.9     99.9
 5.8478  312.9617454203324  +44.4132680275657      0.0089  0.3379     -2.425  0.349     -5.622  0.345     1.118  19.740105  0.004622  21.382835  0.135513  18.304657  0.026508  9999.99 99.99   9999.9     99.9
 5.8495  312.9851693059389  +44.3895202151968      0.1948  0.4772     -4.368  0.498     -6.039  0.503     1.074  20.223492  0.005892  21.187532  0.155999  18.960167  0.040891  9999.99 99.99   9999.9     99.9
 5.8683  312.8661702573767  +44.2481520854363      0.7170  0.0765     -5.953  0.082     -9.995  0.083     0.956  17.461334  0.002927  18.924240  0.032817  16.269370  0.005228  9999.99 99.99   9999.9     99.9
 5.8742  312.7465374731251  +44.2947250738020     -0.0420  0.8489     -2.842  1.004     -5.853  1.002     1.062  20.649630  0.009741  21.099216  0.147786  19.487906  0.060250  9999.99 99.99   9999.9     99.9
 5.8762  312.7295643517563  +44.3245230164709     -0.4790  1.6989     -2.780  1.783     -5.216  1.526     1.090  20.814081  0.014229  21.393244  0.236420  19.526740  0.088534  9999.99 99.99   9999.9     99.9
 5.8765  312.8664600542900  +44.4438019743000  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.966755  0.017963  21.615044  0.312373  19.810700  0.128299  9999.99 99.99   9999.9     99.9
 5.8778  312.8475652027600  +44.4432164342500  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.071669  0.028181  99.999999 99.999999  99.999999 99.999999  9999.99 99.99   9999.9     99.9
 5.8785  312.8488646808401  +44.4433310412317      1.3575  0.6493     -3.154  0.678     -0.831  0.635     1.068  20.387556  0.007213  21.462952  0.151782  18.936570  0.041659  9999.99 99.99   9999.9     99.9
 5.8813  312.7418204938788  +44.3915326807470      0.8786  0.2825     -3.369  0.310     -5.951  0.293     1.037  19.381165  0.004203  20.897339  0.095408  18.021265  0.015913  9999.99 99.99   9999.9     99.9
 5.8822  312.8579438891932  +44.4438705160833      0.4064  0.0415     -2.630  0.043     -3.871  0.046     1.035  16.380558  0.002814  17.601656  0.006134  15.274179  0.004209  9999.99 99.99   9999.9     99.9
 5.8826  312.7291528741093  +44.3666258860530      0.1527  0.4157     -1.359  0.494     -1.587  0.439     1.056  19.842701  0.005144  21.217800  0.145763  18.666988  0.030016  9999.99 99.99   9999.9     99.9
 5.8843  312.8783587610703  +44.4433860303700      0.9868  0.5201      0.140  0.481     -6.462  0.556     0.882  20.323586  0.006578  21.133223  0.141067  19.200392  0.055775  9999.99 99.99   9999.9     99.9
 5.8858  312.7849901118227  +44.4265825315875      4.1316  0.0535     23.534  0.054      2.801  0.060     1.009  16.887535  0.002857  18.271025  0.016105  15.720027  0.004911  9999.99 99.99   9999.9     99.9
 5.8885  312.8891022922100  +44.4422656216200  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.056376  0.018717  22.024097  0.315266  19.596712  0.114208  9999.99 99.99   9999.9     99.9
 5.8887  312.9038231278900  +44.2521570481300  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  99.999999 99.999999  99.999999 99.999999  20.041557  0.186696  9999.99 99.99   9999.9     99.9
 5.8950  312.9790476495768  +44.2931674755506      0.4702  0.4514     -1.819  0.533     -2.275  0.483     1.162  19.871986  0.005080  21.116910  0.180592  18.247477  0.022882  9999.99 99.99   9999.9     99.9
 5.8956  312.7694007187932  +44.4177525159762      1.2176  0.0205     -1.653  0.020     -1.869  0.022     0.990  14.764309  0.002768  15.408088  0.003193  13.975108  0.003857  9999.99 99.99   9999.9     99.9
 5.8969  312.9999412140121  +44.3558896117152      0.7238  0.0588     -6.478  0.061     -7.664  0.060     0.960  17.108828  0.002852  18.566973  0.018999  15.922923  0.004762  9999.99 99.99   9999.9     99.9
 5.8999  312.9897400019551  +44.3843639468778      0.9289  0.0508      2.496  0.054     -3.521  0.052     0.977  16.831018  0.002839  18.380077  0.018380  15.642951  0.004476  9999.99 99.99   9999.9     99.9
 5.9028  313.0007087818826  +44.3430035011386      0.4085  0.1550     -5.882  0.168     -6.949  0.164     2.406  17.240930  0.003719  18.757890  0.015161  15.958122  0.004749  9999.99 99.99   9999.9     99.9
 5.9108  312.9519134385742  +44.4212938990348      0.4570  0.0785     -2.065  0.081     -4.031  0.089     1.549  16.391514  0.002975  17.337053  0.024777  15.033997  0.036620  9999.99 99.99   9999.9     99.9
 5.9119  312.9028023813555  +44.4402612835429      2.8083  0.1351    -15.039  0.129      4.907  0.137     1.006  18.395033  0.003264  20.049408  0.065200  17.208315  0.010944  9999.99 99.99   9999.9     99.9
 5.9151  312.8318183894294  +44.2499072354670      0.1468  0.9875     -2.090  1.200     -3.019  1.007     1.130  20.712511  0.009579  20.942518  0.300799  19.104517  0.053974  9999.99 99.99   9999.9     99.9
 5.9165  312.7508049451843  +44.4031017672469      0.7999  0.4850     -2.332  0.512     -3.280  0.507     1.050  20.136372  0.005757  21.141577  0.163073  18.812616  0.029860  9999.99 99.99   9999.9     99.9
 5.9189  312.7560541538247  +44.2838141067582      0.7056  0.5203     -3.250  0.568     -3.906  0.625     1.098  20.304398  0.006452  21.497223  0.135488  18.906038  0.033553  9999.99 99.99   9999.9     99.9
 5.9257  312.9527627138126  +44.4211105666475      0.6700  0.0124     -4.593  0.013     -2.707  0.012     1.015  13.283495  0.002779  15.023174  0.005403  12.025660  0.003872   -35.16  2.66   5000.0      3.0
 5.9268  312.8302272059763  +44.2499819284832      0.3821  0.1857     -3.773  0.206     -3.311  0.205     0.999  18.958326  0.003512  20.555807  0.053459  17.698850  0.010863  9999.99 99.99   9999.9     99.9
 5.9304  312.7313322344064  +44.3757067524574      0.6137  0.1118      2.947  0.125     -5.213  0.126     0.959  18.114069  0.003152  19.617428  0.046190  16.898180  0.009992  9999.99 99.99   9999.9     99.9
 5.9346  312.7269243691022  +44.3629684165290      1.1224  0.2952     -2.380  0.326     -4.068  0.312     0.977  19.600237  0.004333  20.973831  0.136559  18.266962  0.024524  9999.99 99.99   9999.9     99.9
 5.9390  313.0011715300712  +44.3535575389333     -0.0951  1.1065      0.134  0.972     -0.624  1.348     1.216  20.780361  0.010161  21.547230  0.231525  19.668282  0.102318  9999.99 99.99   9999.9     99.9
 5.9408  312.9298717025062  +44.4327103856780      0.7756  0.7337     -2.279  0.807     -7.157  0.787     1.100  20.579205  0.007758  21.334715  0.129137  19.180567  0.052427  9999.99 99.99   9999.9     99.9
 5.9408  312.9641006757562  +44.4137345803048      0.9911  0.1715     -2.086  0.179     -3.419  0.183     1.053  18.762535  0.003412  20.842358  0.085490  17.375717  0.010594  9999.99 99.99   9999.9     99.9
 5.9412  312.8519684016715  +44.4446061238637      0.2500  0.1577     -4.186  0.156     -4.965  0.171     1.019  18.644249  0.003365  20.006428  0.049361  17.470200  0.011099  9999.99 99.99   9999.9     99.9
 5.9450  313.0015288725419  +44.3513850517356     -0.2759  0.5872     -2.552  0.614     -1.077  0.614     0.972  20.567106  0.007457  21.884266  0.157329  19.262932  0.045517  9999.99 99.99   9999.9     99.9
 5.9464  312.9489781731324  +44.4237674999460      1.5429  0.9104     -3.229  0.940     -2.938  1.038     1.117  20.682316  0.008819  21.346214  0.181473  19.450361  0.069126  9999.99 99.99   9999.9     99.9
 5.9483  312.7926507238200  +44.4312656248000  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.937900  0.022857  21.428480  0.221470  19.474457  0.119094  9999.99 99.99   9999.9     99.9
 5.9523  312.7265460719946  +44.3289789671737      0.3660  0.2468     -6.135  0.264    -12.159  0.270     1.086  19.196917  0.003846  20.722599  0.089198  18.032047  0.015732  9999.99 99.99   9999.9     99.9
 5.9528  313.0007325676421  +44.3330677921061      1.2050  0.0686     -1.863  0.072     -3.165  0.070     1.037  17.333427  0.003268  19.137554  0.034196  16.061335  0.007497  9999.99 99.99   9999.9     99.9
 5.9561  312.7473639524795  +44.2912042800413      1.9862  0.1373      4.327  0.151     -4.897  0.163     1.005  18.578197  0.003783  20.057928  0.063801  17.319664  0.012651  9999.99 99.99   9999.9     99.9
 5.9578  312.8138087970003  +44.4387314554430      0.1771  0.1807     -4.665  0.183     -6.360  0.201     1.001  18.914824  0.003625  20.322052  0.087278  17.673828  0.010919  9999.99 99.99   9999.9     99.9
 5.9639  312.7247822760561  +44.3551426181819      1.2646  0.3133     -2.958  0.353     -4.089  0.356    10.332  15.750582  0.007475  16.933088  0.029953  14.512440  0.022355  9999.99 99.99   9999.9     99.9
 5.9658  312.8890743454600  +44.4435810231300  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  15.115064  0.012821  16.189173  0.014208  13.709846  0.009647  9999.99 99.99   9999.9     99.9
 5.9688  312.7594051306000  +44.4121949327000  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.150917  0.028534  19.355885  0.669675  20.119500  0.149611  9999.99 99.99   9999.9     99.9
 5.9689  312.8800740277700  +44.4446339352900  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  20.990604  0.022758  21.679144  0.086451  19.486143  0.185194  9999.99 99.99   9999.9     99.9
 5.9761  312.9450518798766  +44.4265263368686     -1.1495  0.7842     -8.971  1.073     -2.192  0.886     1.186  20.411148  0.008660  21.319986  0.169040  17.879385  0.139954  9999.99 99.99   9999.9     99.9
 5.9762  312.9742719870391  +44.4060457600693     -0.3029  0.1908     -3.298  0.198     -4.570  0.191     1.033  19.057808  0.003668  20.775510  0.117926  17.694023  0.011639  9999.99 99.99   9999.9     99.9
 5.9798  312.9260110769919  +44.2569712700134      0.3878  0.1614     -3.566  0.186     -6.371  0.177     0.948  18.809595  0.003451  20.268051  0.106784  17.524542  0.010313  9999.99 99.99   9999.9     99.9
 5.9806  312.7640833921588  +44.2758556069090      1.0423  0.4132     -3.579  0.475     -2.743  0.470     1.033  20.025768  0.005632  21.173283  0.160073  18.758677  0.035994  9999.99 99.99   9999.9     99.9
 5.9818  312.7310048273526  +44.3142923912073      0.4623  0.0326     -3.038  0.036     -3.575  0.038     1.033  15.888221  0.002815  17.793615  0.011520  14.599347  0.004074  9999.99 99.99   9999.9     99.9
 5.9855  312.7267004421200  +44.3666505356500  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.147830  0.027631  21.424412  0.243294  19.908540  0.156978  9999.99 99.99   9999.9     99.9
 5.9874  312.9699044807900  +44.2816608786100  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.241676  0.045943  21.623053  0.262731  19.457983  0.011374  9999.99 99.99   9999.9     99.9
 5.9885  312.9549627460212  +44.4211449219688      0.5294  0.7258     -5.807  0.772     -3.610  0.722     1.004  20.532270  0.010297  21.036890  0.235399  18.810764  0.128879  9999.99 99.99   9999.9     99.9
 5.9914  313.0022244249541  +44.3553430584017      0.7643  0.3115     -5.430  0.308    -12.552  0.304     1.039  19.637371  0.004266  20.982440  0.151925  18.352571  0.026504  9999.99 99.99   9999.9     99.9
 5.9943  312.9306850516500  +44.4333700824400  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.104687  0.035693  21.613670  0.286126  19.617998  0.131139  9999.99 99.99   9999.9     99.9
 5.9964  312.9130099841336  +44.4392726557781      0.8439  0.0549      2.203  0.059     -2.054  0.058     0.965  16.991690  0.002861  18.272432  0.018172  15.860886  0.004996  9999.99 99.99   9999.9     99.9
 5.9985  312.7239598227549  +44.3551190639996      0.9034  0.1522     -1.528  0.126     -4.743  0.161     1.935  16.660315  0.019117  17.379734  0.070354  14.584373  0.030990  9999.99 99.99   9999.9     99.9
 6.0001  312.7320503429100  +44.3807229917600  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.236649  0.040571  21.764710  0.164943  19.842525  0.218440  9999.99 99.99   9999.9     99.9
 6.0023  312.7232781939100  +44.3457798048900  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.082018  0.029487  21.132397  0.469367  19.620155  0.363547  9999.99 99.99   9999.9     99.9
 6.0040  312.9967353716100  +44.3757915960700  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.136774  0.035158  21.226658  0.302854  19.509706  0.141091  9999.99 99.99   9999.9     99.9
 6.0088  312.7232623772853  +44.3502405579752      1.4209  0.1796     -1.483  0.196     -1.322  0.209     8.984  15.062722  0.022317  16.091482  0.066723  13.879567  0.052142  9999.99 99.99   9999.9     99.9
 6.0089  312.7237224983376  +44.3551598748653      1.0917  0.1480     -1.361  0.157     -3.878  0.248     2.219  16.610382  0.004278  17.640285  0.043763  14.731093  0.031182  9999.99 99.99   9999.9     99.9
 6.0097  312.7231883889809  +44.3432593817740     -0.0062  0.4685     -4.768  0.508     -5.431  0.568     1.059  20.202377  0.005841  21.657995  0.286555  18.739460  0.034502  9999.99 99.99   9999.9     99.9
 6.0103  312.7527655451606  +44.4075732639289      0.9506  0.0332     -6.768  0.037     -4.173  0.036     0.995  15.909156  0.002822  17.549255  0.010901  14.674240  0.004118  9999.99 99.99   9999.9     99.9
 6.0141  312.7234337962076  +44.3384063293683      0.2857  0.2402     -4.112  0.254     -7.414  0.263     1.093  19.231283  0.005590  20.995693  0.164568  18.050290  0.046769  9999.99 99.99   9999.9     99.9
 6.0147  313.0031302352161  +44.3400031498583      0.6419  0.2935     -6.025  0.281     -7.327  0.276     1.028  19.556631  0.004283  20.921564  0.093922  18.317335  0.022478  9999.99 99.99   9999.9     99.9
 6.0166  312.7980671862514  +44.2571302676479      0.4772  0.1821     -5.672  0.208     -5.655  0.231     1.045  18.871680  0.003540  20.439146  0.096521  17.594576  0.012750  9999.99 99.99   9999.9     99.9
 6.0215  312.9692122613425  +44.4117001768763      0.3789  0.2683     -2.928  0.275     -3.730  0.254     1.082  19.328653  0.004168  21.697456  0.194578  17.799760  0.011915  9999.99 99.99   9999.9     99.9
 6.0219  312.7424492553303  +44.3971458232737      0.8705  0.2986     -2.066  0.321     -4.456  0.320     1.007  19.490168  0.004565  22.444468  0.174298  17.922293  0.016418  9999.99 99.99   9999.9     99.9
 6.0223  312.7244153469074  +44.3610796055231      1.2564  0.1396     -1.207  0.154     -4.116  0.159     0.961  18.263952  0.004455  20.614256  0.088783  16.820997  0.013102  9999.99 99.99   9999.9     99.9
 6.0233  312.8364677230158  +44.4444591420373      2.0183  0.6259     -4.017  0.606     -3.294  0.615     1.056  20.374040  0.006494  21.153336  0.148029  18.983759  0.043825  9999.99 99.99   9999.9     99.9
 6.0235  313.0022425604158  +44.3597841859406      0.4809  0.3520     -4.034  0.363     -4.269  0.360     0.976  19.896265  0.005010  21.298756  0.156322  18.331882  0.018942  9999.99 99.99   9999.9     99.9
 6.0245  312.7270430362413  +44.3214353154450      0.7649  0.2908     -3.136  0.308     -3.750  0.317     1.052  19.579985  0.004358  20.893974  0.114164  18.415720  0.030264  9999.99 99.99   9999.9     99.9
 6.0260  312.9593506370061  +44.4191280945638      0.3393  0.0334     -1.874  0.036     -2.278  0.033     1.082  15.818437  0.002794  17.394875  0.010063  14.606926  0.004020  9999.99 99.99   9999.9     99.9
 6.0293  312.9471968905950  +44.4264820445028      0.1126  0.1892     -1.684  0.189     -3.783  0.189     1.036  18.767246  0.003728  20.636187  0.141198  17.022432  0.036112  9999.99 99.99   9999.9     99.9
 6.0302  312.8463898624661  +44.2461297357017     -0.5992  0.5792     -4.790  0.644     -5.003  0.803     1.071  20.315449  0.006266  21.278378  0.130119  18.878433  0.033962  9999.99 99.99   9999.9     99.9
 6.0311  312.7341645463570  +44.3060774595431      1.2845  0.1666     -1.260  0.182     -4.026  0.191     0.994  18.706812  0.011623  20.574850  0.091156  17.318556  0.039020  9999.99 99.99   9999.9     99.9
 6.0317  312.7887388214519  +44.4312040430829      1.8472  1.6492     -4.760  1.772     -5.091  1.491     1.105  20.826340  0.013917  21.264427  0.323200  19.239754  0.104115  9999.99 99.99   9999.9     99.9
 6.0322  312.7623919100842  +44.4160430420986      0.4778  0.2073     -1.319  0.206     -3.485  0.229     1.060  18.902030  0.003579  20.174679  0.105431  17.651289  0.011027  9999.99 99.99   9999.9     99.9
 6.0327  313.0036132970899  +44.3506020765900  99999.9999 99.9999  99999.999 99.999  99999.999 99.999  9999.999  21.091333  0.018800  21.773243  0.289246  19.671453  0.225454  9999.99 99.99   9999.9     99.9
 6.0338  312.7446043223231  +44.2918984134699      1.2703  0.0910     -0.746  0.106     -4.149  0.111     3.565  15.576211  0.005460  16.714325  0.017335  14.441747  0.013263  9999.99 99.99   9999.9     99.9
 6.0356  312.8668949839582  +44.4464653772823     -0.2147  0.6545     -2.422  0.597     -3.900  0.666     1.068  20.408995  0.007121  21.660772  0.155694  19.096680  0.035918  9999.99 99.99   9999.9     99.9
 6.0394  312.9842682140920  +44.3973165054727      1.1574  0.2317     -4.866  0.236     -6.585  0.228     1.019  19.325740  0.003975  20.889418  0.096366  18.129663  0.014550  9999.99 99.99   9999.9     99.9
 6.0424  312.9457636467280  +44.4275090188948      0.5881  0.0608     -2.070  0.064     -4.220  0.060     1.100  12.935130  0.005504  16.888428  0.031347  11.341896  0.012899  9999.99 99.99   9999.9     99.9
 6.0427  312.7284693229257  +44.3753369823186      0.0825  0.2074     -2.879  0.234     -4.185  0.244     1.069  18.966948  0.003715  20.695126  0.158504  17.525368  0.015766  9999.99 99.99   9999.9     99.9
